customer_id,tenure_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,streaming_tv,avg_monthly_gb,num_complaints,satisfaction_score,churn
944,22,36.063361261855064,966.1086503749577,Month-to-month,Electronic check,No,Yes,Yes,Yes,17.198174601653747,0,5,0
945,26,37.302386975116434,4338.47046784472,Month-to-month,Mailed check,No,Yes,Yes,Yes,15.501319176530359,0,2,1
946,28,46.67720636239239,2858.2091491482706,Month-to-month,Mailed check,No,Yes,Yes,Yes,39.33122012395509,0,3,1
947,49,31.953086954707782,4756.683034918135,Month-to-month,Mailed check,Yes,Yes,No,Yes,22.54304705916509,1,3,1
948,71,43.03192246828776,454.8693330173555,One year,Mailed check,No,No,Yes,No,67.59945041206126,1,1,1
949,49,30.64117629028446,1546.7770874212722,Month-to-month,Credit card,No,Yes,No,Yes,8.455810447563994,2,2,1
950,20,102.17524169853904,1048.3625288739058,Month-to-month,Mailed check,No,No,Yes,No,44.37192495366791,0,2,1
951,63,33.89689918866246,2813.8174319208074,Month-to-month,Bank transfer,Yes,No,Yes,Yes,28.03562462194098,0,5,0
952,61,94.72975575598568,1975.6848722915558,Month-to-month,Credit card,No,Yes,No,Yes,59.54028869998208,0,5,0
953,49,24.791386791333373,870.6403169743268,Month-to-month,Mailed check,Yes,No,No,No,79.70650197939658,1,2,1
954,71,114.85203275139152,3249.48437840178,Month-to-month,Bank transfer,Yes,No,No,No,92.35631416814701,0,3,1
955,1,91.11600875277662,2727.8619924062136,Month-to-month,Bank transfer,Yes,Yes,No,No,96.38527342220857,0,1,1
956,13,20.67965485861118,1446.2076313518749,One year,Credit card,Yes,No,No,No,35.119453397399425,0,5,0
957,51,96.3856500200214,2450.879653133651,One year,Credit card,Yes,No,No,Yes,85.58477818304696,1,1,1
958,56,71.40819207661853,3754.1177437018287,Month-to-month,Bank transfer,No,Yes,Yes,Yes,59.19630687122102,0,2,0
959,62,97.93651703351198,1105.831205298227,Month-to-month,Credit card,Yes,No,No,Yes,69.2255414544123,0,3,1
960,32,72.24968088905885,1535.2381588384726,One year,Credit card,No,No,No,Yes,85.11305666603496,1,1,1
961,30,84.10248576353547,1795.9438367611642,Month-to-month,Electronic check,No,No,No,Yes,13.011320989508224,2,4,1
962,29,98.63316553950405,3758.959542285055,Month-to-month,Credit card,Yes,No,No,No,94.7407268032244,1,2,1
963,49,60.51080545878567,4249.920737799444,One year,Electronic check,Yes,Yes,Yes,Yes,54.73970904182257,1,3,1
964,45,20.27081498204521,1944.3036325638932,Two year,Credit card,Yes,No,Yes,Yes,33.600331754159775,0,2,1
965,30,104.99464959451885,1553.4422229861993,Month-to-month,Credit card,Yes,No,No,No,33.87312604094899,0,2,1
966,16,58.08903626246626,4458.289115923219,Month-to-month,Bank transfer,No,No,Yes,No,75.1000336678268,0,1,1
967,40,69.60427260165831,4996.888167744126,Two year,Electronic check,No,Yes,No,No,67.86598631299829,0,1,1
968,19,20.77666421539687,3384.7328343428153,Month-to-month,Credit card,Yes,No,No,Yes,72.9480091268501,1,4,0
969,18,69.2092010350098,4950.905013446986,Two year,Mailed check,Yes,No,No,No,25.299550442423524,1,5,0
970,1,118.64874015717295,3333.8347612293587,Month-to-month,Credit card,No,No,No,No,17.019621614328006,0,4,1
971,47,47.82676608187697,3693.955332838342,Month-to-month,Bank transfer,No,No,Yes,No,72.18596530262103,2,3,1
972,66,59.541827024237804,2004.4144075632169,Month-to-month,Bank transfer,Yes,No,No,No,29.84807291614935,1,3,1
973,38,88.71899964686766,2221.5409802953623,Two year,Bank transfer,No,Yes,Yes,No,22.243615358672542,0,2,0
974,51,101.47936675236586,806.2647535480362,Two year,Electronic check,No,No,Yes,Yes,21.46085034797831,1,1,1
975,63,61.73916240061003,4131.475072349103,Month-to-month,Electronic check,No,Yes,No,Yes,14.840093256080777,0,2,1
976,4,50.96688704012925,4662.18925134728,One year,Electronic check,Yes,Yes,Yes,No,42.68156556751779,0,5,0
977,1,113.7825799985067,3154.8468551011492,One year,Mailed check,Yes,Yes,No,No,26.09485750249476,0,2,1
978,8,87.71449666716693,1783.8718113824525,One year,Electronic check,No,No,Yes,No,89.38654752170837,1,3,0
979,29,31.902130449314107,854.6799943343947,Two year,Bank transfer,Yes,No,No,No,68.9139636851098,1,3,1
980,55,26.892787813464864,1399.2655255560433,Month-to-month,Electronic check,No,Yes,Yes,No,74.38620447180111,0,4,0
981,3,68.35498507903691,1351.511062174032,Month-to-month,Electronic check,No,Yes,No,No,40.361049210183495,0,2,1
982,32,42.00900660472725,3106.286632401508,Two year,Credit card,Yes,No,No,Yes,60.020951813077076,1,1,1
983,10,45.39847533762535,4730.683580281662,Two year,Electronic check,Yes,No,No,No,50.07978407040474,0,5,0
984,34,107.76921788278483,336.53224609410915,Month-to-month,Credit card,No,No,Yes,No,16.74514605225155,0,5,0
985,55,28.95660243163107,105.00926801279518,Month-to-month,Electronic check,Yes,No,No,No,4.785369505078451,0,1,1
986,32,91.53641152288897,3040.891527140195,Two year,Credit card,Yes,No,Yes,No,68.35184547408397,0,5,1
987,50,47.1142253380588,1491.8962641906048,Month-to-month,Bank transfer,Yes,No,No,Yes,12.117245922759368,0,1,1
988,7,96.03282214041377,4414.686877460889,One year,Electronic check,Yes,Yes,No,No,5.734915320723455,0,1,0
989,8,92.24113844635446,1703.5265087385033,Month-to-month,Bank transfer,No,Yes,Yes,Yes,44.18673326716117,0,4,0
990,65,20.7391901444293,1519.7142425915576,Two year,Electronic check,No,Yes,Yes,No,73.80263700085683,0,2,0
991,57,70.91354129215992,1420.6020439696567,Month-to-month,Mailed check,Yes,Yes,Yes,No,76.88684392323732,1,3,1
992,67,33.93194823780463,809.7788536143961,Month-to-month,Mailed check,No,No,No,No,87.34696067160533,1,3,1
993,59,106.62270305786768,2949.4993239578416,Month-to-month,Bank transfer,Yes,No,No,No,19.92140224987642,1,2,1
994,54,107.15858828624066,924.246651437629,Two year,Bank transfer,Yes,No,No,Yes,98.56243938146527,0,5,0
995,67,61.8345807493758,2180.6926829724252,One year,Mailed check,Yes,No,No,No,76.32090719640938,0,1,1
996,51,64.43956184510805,2358.7630560526795,One year,Mailed check,No,No,No,Yes,15.72133459501729,0,3,0
997,8,50.32829394045271,200.41102970207484,Month-to-month,Credit card,No,No,Yes,Yes,84.07212859954109,0,4,0
998,34,91.6606298960031,182.35567112359823,Two year,Electronic check,No,No,Yes,No,49.89592724848556,0,5,0
999,35,55.86613630264591,2649.0421749084635,One year,Mailed check,Yes,No,No,Yes,6.654636803982273,1,4,1
1000,32,46.77924745226338,3510.570187922748,One year,Bank transfer,No,Yes,No,Yes,13.204177182926081,0,3,1
1001,46,63.22310595045082,4716.498163173983,Two year,Bank transfer,No,No,No,No,43.389328190928055,1,2,1
1002,16,29.148751838745873,977.68449236908,Month-to-month,Mailed check,Yes,No,Yes,No,53.050681160408075,0,2,0
1003,68,94.66032046442038,605.9681662368046,One year,Bank transfer,Yes,No,Yes,No,94.74924170132617,2,4,0
1004,37,21.259640127178695,355.23074394303956,Two year,Electronic check,Yes,No,Yes,No,21.571247249816217,0,5,0
1005,54,84.4485061520594,2236.6037562734564,One year,Credit card,Yes,Yes,No,No,47.410451024280896,0,3,0
1006,14,38.28645267548724,3153.4220999461886,One year,Electronic check,No,No,No,No,22.58894692773875,0,1,0
1007,55,43.240404621441314,4218.711448081194,Month-to-month,Credit card,No,Yes,Yes,Yes,55.840068892646755,0,2,0
1008,48,83.56319986400399,3444.9599232363435,One year,Credit card,Yes,Yes,No,No,90.93180729717815,0,4,1
1009,7,119.29434657829071,1120.9678664668008,Month-to-month,Mailed check,Yes,No,Yes,Yes,56.7750571162874,0,3,1
1010,7,97.77174890725507,2362.674795341767,Month-to-month,Bank transfer,Yes,Yes,No,No,51.00705389649529,0,5,1
1011,33,42.5839632223392,4560.697096912411,Two year,Credit card,Yes,No,No,Yes,75.01294069181841,0,1,1
1012,23,37.60247550411338,1701.031206139119,Month-to-month,Mailed check,No,Yes,Yes,Yes,14.761354503098978,2,1,1
1013,19,106.62328702676703,2543.7787889504643,Month-to-month,Bank transfer,Yes,No,Yes,Yes,90.5614990434982,0,2,1
1014,19,64.41839479215042,4796.970139754114,One year,Bank transfer,Yes,No,Yes,No,57.76339729658345,0,1,0
1015,36,33.70528028281555,3700.0692273111185,Month-to-month,Credit card,No,Yes,No,Yes,68.63094151479116,0,3,1
1016,29,106.2211423321938,3763.9278896442906,Month-to-month,Bank transfer,Yes,Yes,No,No,81.89607606843992,0,2,1
1017,60,101.60923529142615,1336.4366216248154,Month-to-month,Electronic check,Yes,No,Yes,Yes,63.503784989315214,0,2,1
1018,2,118.39063638971636,2132.020779695128,Month-to-month,Bank transfer,Yes,Yes,Yes,No,64.12051852605812,0,2,1
1019,1,110.9743686712684,503.4765991739364,Month-to-month,Electronic check,Yes,Yes,No,No,72.9621440965903,0,3,1
1020,47,105.17903386605417,3071.976748547615,Month-to-month,Bank transfer,Yes,No,No,Yes,5.223655644411052,2,4,1
1021,69,25.257439781100317,608.2778062582215,Month-to-month,Credit card,No,Yes,Yes,No,38.22105081732489,0,1,1
1022,20,30.441536949811802,4195.956952809178,Month-to-month,Credit card,No,No,Yes,No,96.29367448796873,0,1,1
1023,11,76.89831943041227,4091.3135563979845,Month-to-month,Mailed check,No,No,No,No,25.79358551301425,0,4,1
1024,2,73.1479246281821,2714.664995499317,Two year,Electronic check,No,Yes,Yes,Yes,54.2255448273765,0,2,1
1025,67,65.79632144895355,791.7135626654455,Month-to-month,Electronic check,Yes,Yes,Yes,No,17.542746220416493,0,5,1
1026,12,59.67893254145842,225.33701765632398,One year,Credit card,Yes,Yes,No,No,32.32743152785851,0,3,0
1027,20,63.12104848643289,4003.872470958605,Month-to-month,Credit card,Yes,No,No,Yes,71.70800427414993,0,2,1
1028,5,76.92979341347953,3040.6883677457913,One year,Credit card,Yes,Yes,No,Yes,64.30940240670584,0,2,1
1029,37,20.20765176000812,3583.5552200646284,One year,Electronic check,Yes,Yes,Yes,No,41.43163618378992,2,2,1
1030,38,46.07087741328522,1588.6549161082012,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,93.80761914272074,0,1,1
1031,9,71.8279720688711,2596.465415435181,Month-to-month,Electronic check,No,Yes,Yes,No,77.50468154832006,0,1,0
1032,53,92.22160986736462,3761.153435644287,Month-to-month,Credit card,Yes,No,No,Yes,26.792382902883972,1,5,1
1033,44,37.41566923953963,2366.5602107376176,One year,Mailed check,Yes,Yes,No,Yes,46.5446313570162,0,3,0
1034,24,74.6881173787433,3046.7826915667815,Month-to-month,Bank transfer,No,Yes,No,Yes,87.80345058027574,0,2,1
1035,30,91.44596838857818,3969.668482859015,Two year,Bank transfer,No,Yes,No,Yes,2.2464113458892876,0,1,0
1036,59,64.46276579139047,1154.5811618052564,Month-to-month,Credit card,Yes,Yes,No,No,58.1466284868711,1,4,1
1037,14,22.708113367005105,423.05155785166335,Month-to-month,Mailed check,No,Yes,Yes,Yes,23.196041115639677,1,1,1
1038,9,64.92681584656367,2705.9352029729453,One year,Credit card,No,Yes,Yes,No,6.382011785323094,0,2,1
1039,40,49.64448877441531,404.4162765284691,Two year,Electronic check,Yes,Yes,Yes,No,91.28610820221081,0,2,0
1040,66,112.96496077013283,3856.1307423970907,Month-to-month,Electronic check,Yes,No,Yes,No,81.62830230837302,1,1,1
1041,25,32.46133856783274,3624.136093405564,One year,Mailed check,No,Yes,Yes,Yes,18.529355880464003,0,4,0
1042,22,85.24759555072322,4420.392090179955,Month-to-month,Credit card,No,No,No,Yes,83.69464896609206,0,4,1
1043,4,25.271976633450116,3233.854280366407,One year,Credit card,No,Yes,Yes,Yes,14.64274066080794,0,2,0
1044,26,64.61704378126964,429.2680966866314,One year,Bank transfer,No,No,No,Yes,47.61613598588388,1,1,1
1045,58,75.39794872200807,1340.4454148991254,Two year,Mailed check,No,Yes,No,No,72.57733004782379,0,3,0
1046,29,49.79549313168654,4058.866038357324,Month-to-month,Credit card,No,No,Yes,Yes,53.38055966398717,0,3,1
1047,37,65.50756355203845,918.94884483658,Month-to-month,Electronic check,Yes,No,Yes,No,85.07807151429276,0,2,0
1048,70,36.35537945301874,3522.554292292948,One year,Credit card,Yes,Yes,Yes,Yes,61.68778617529157,0,4,0
1049,18,50.41238494680361,3923.270721510342,Month-to-month,Credit card,No,Yes,Yes,Yes,43.19516471871968,0,3,0
1050,42,82.11063249102031,1717.5478094906816,One year,Electronic check,No,No,No,No,92.51620902291506,2,1,1
1051,41,50.18000558611551,1679.2576196742516,Month-to-month,Electronic check,Yes,No,No,Yes,3.6294656972899464,0,5,1
1052,38,109.97430784088716,2833.23313792482,Month-to-month,Credit card,No,Yes,No,Yes,48.839885871571184,0,5,0
1053,34,82.84069576409897,4320.303030498342,Two year,Electronic check,Yes,No,Yes,No,66.07815401913103,1,4,1
1054,17,63.864901843598446,1197.1403893760546,Month-to-month,Bank transfer,No,Yes,Yes,Yes,83.60583904180348,0,5,0
1055,37,23.87569355541825,4712.165160607773,Two year,Bank transfer,No,Yes,No,No,54.11565249338254,1,1,0
1056,25,69.95483352046713,3035.68155561853,Two year,Bank transfer,No,Yes,Yes,No,88.55177198640226,0,2,1
1057,27,96.47762421250891,4961.419709626153,One year,Electronic check,No,Yes,Yes,Yes,42.62768356975579,1,2,0
1058,57,46.555759801241365,539.1072475770809,Month-to-month,Electronic check,Yes,Yes,No,No,31.712858509186493,0,1,1
1059,31,100.67735696487674,720.1544688831194,Two year,Electronic check,Yes,Yes,Yes,No,97.38120474544813,0,2,1
1060,6,45.18067660508815,4150.544838196065,One year,Mailed check,Yes,No,No,Yes,66.71809588342423,0,1,1
1061,40,102.37463879508005,4337.303888458861,Month-to-month,Electronic check,Yes,No,Yes,Yes,42.57781850110561,1,1,1
1062,12,28.52683416116774,2282.7475730175765,Month-to-month,Bank transfer,No,Yes,Yes,Yes,87.81897369912637,0,5,0
1063,53,106.61837088690295,3598.9487630974413,Month-to-month,Bank transfer,Yes,No,No,No,68.30804140466383,0,5,1
1064,71,69.91864509333305,4351.030708483138,Two year,Bank transfer,Yes,Yes,No,No,63.793470572192255,0,4,1
1065,10,49.6537589620262,311.3261622722605,Two year,Mailed check,Yes,Yes,No,Yes,72.85379298194664,1,5,1
1066,45,46.51132504151488,2912.3570726669673,Two year,Credit card,No,No,Yes,No,73.8293109627116,1,2,0
1067,17,63.20105589303627,4282.055265979799,One year,Bank transfer,No,No,No,No,49.29833868391052,1,5,0
1068,26,119.9049498103645,2050.9592284653972,Month-to-month,Mailed check,No,No,Yes,Yes,41.930756139784776,0,1,1
1069,62,42.03273934375825,1581.6796699508916,Month-to-month,Credit card,No,Yes,Yes,Yes,90.92826811636353,0,5,1
1070,46,30.321664887899964,3998.962756964704,Month-to-month,Mailed check,No,Yes,Yes,Yes,49.72477395624022,1,2,1
1071,64,78.5035168718662,1745.3542591638973,Month-to-month,Mailed check,Yes,No,Yes,No,21.582163789953768,0,4,1
1072,2,68.85424664402572,115.55406110406574,Month-to-month,Credit card,Yes,Yes,No,No,52.160278582505846,0,3,0
1073,54,72.41962710633074,4801.905679382422,Two year,Electronic check,Yes,Yes,Yes,Yes,3.4422099913641313,0,1,0
1074,65,86.69354175572171,3001.4038581199907,Two year,Electronic check,Yes,No,No,No,72.33183519607721,1,2,1
1075,51,46.71440698706493,4115.637801679349,Month-to-month,Bank transfer,No,Yes,No,Yes,12.698405905880906,0,2,0
1076,53,111.06649953838884,4143.977655479302,One year,Credit card,Yes,Yes,No,Yes,11.172426534257141,1,3,0
1077,36,63.567206612229036,425.4110598263908,One year,Bank transfer,No,Yes,No,Yes,94.63561431786484,0,4,0
1078,26,32.908619514246176,937.2149769936775,Month-to-month,Mailed check,No,Yes,No,No,77.25566814587289,0,1,1
1079,29,94.22987567339443,1624.4913357222722,One year,Electronic check,Yes,Yes,Yes,No,41.42287763413069,0,4,1
1080,21,84.31043526178503,1671.426496702482,Month-to-month,Bank transfer,Yes,No,No,No,23.957614240561163,0,3,1
1081,11,51.57434024840371,3328.0519766364732,Two year,Bank transfer,Yes,Yes,No,No,84.34904805269522,0,1,0
1082,40,82.15187240340485,3153.3513116881554,One year,Electronic check,Yes,No,No,No,96.85838436107524,0,5,0
1083,11,41.98619563689769,2523.4899122480874,One year,Mailed check,Yes,Yes,Yes,No,50.835410460708495,2,4,0
1084,36,64.48393593405295,1135.192288312963,Month-to-month,Bank transfer,No,No,Yes,Yes,58.00760722466543,0,5,0
1085,59,109.94125221673252,1971.7190014824866,Month-to-month,Bank transfer,Yes,Yes,No,Yes,24.305349149232313,0,1,0
1086,39,33.35342331607494,2763.6104454793303,Month-to-month,Credit card,No,Yes,Yes,Yes,58.92502640618966,0,3,1
1087,54,58.6696449987462,2393.1282939093153,One year,Credit card,No,Yes,No,Yes,40.05976350364131,0,5,0
1088,55,102.11424247203473,723.733412165884,Two year,Electronic check,Yes,Yes,Yes,No,84.55784994508669,0,5,0
1089,24,116.94908994061781,3282.6014181594264,Month-to-month,Electronic check,No,No,Yes,Yes,37.71130198234427,0,2,1
1090,22,65.39261364217958,457.9537063722367,One year,Mailed check,No,Yes,No,Yes,64.87791484667655,0,1,0
1091,69,70.69996201433474,1953.1539470972934,Month-to-month,Mailed check,No,No,Yes,Yes,20.34660134396352,1,3,1
1092,56,77.21719617837698,3579.1438036086224,Month-to-month,Bank transfer,No,Yes,Yes,No,9.067283586130348,1,2,0
1093,33,113.23481416337108,198.1153191465619,One year,Credit card,No,No,Yes,Yes,4.035521992565139,1,4,1
1094,36,105.82067909770298,2892.915813322049,One year,Mailed check,Yes,No,No,Yes,41.56454373305738,0,3,0
1095,20,37.06011246216443,1739.1527733021567,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,16.352872139140352,0,2,1
1096,62,63.6757817847075,143.2760327713989,Month-to-month,Bank transfer,Yes,No,Yes,Yes,99.34801902664933,0,4,1
1097,26,66.40004281964264,1032.878028198762,Month-to-month,Electronic check,No,No,No,No,79.83833884262813,0,3,1
1098,66,98.90961116487567,4710.636347026207,Month-to-month,Credit card,No,No,Yes,No,69.33731517092087,0,2,1
1099,40,80.28928826054353,2653.629636974943,Two year,Bank transfer,Yes,Yes,Yes,Yes,80.33184673781399,0,3,0
1100,17,85.4220462029013,4986.413302682746,One year,Electronic check,No,No,No,Yes,26.27472586050529,0,5,0
1101,1,119.81999076656176,2671.602076787232,Month-to-month,Bank transfer,No,No,No,No,87.92639828852406,0,2,1
1102,61,27.496004347001307,2765.2884202223145,Month-to-month,Credit card,No,No,Yes,No,99.56363950034758,0,5,1
1103,43,42.3009823533733,2020.0307633709767,Two year,Bank transfer,No,No,No,No,28.985446907148905,1,2,0
1104,42,60.78959373715468,1619.1980517839302,One year,Bank transfer,No,No,No,No,98.46486872335538,1,5,1
1105,25,54.77824030488872,1332.5732103514295,One year,Mailed check,Yes,No,Yes,Yes,32.039654634091505,0,1,1
1106,39,22.16455613469836,1782.761019040302,Month-to-month,Mailed check,Yes,No,No,No,1.1723117696692653,0,5,1
1107,35,29.177760647117584,2353.2702964121177,Two year,Electronic check,No,Yes,Yes,Yes,36.72140577273092,1,1,1
1108,3,88.09532914035762,1040.7605561308715,Month-to-month,Bank transfer,Yes,No,Yes,No,99.75150009169693,1,3,1
1109,44,107.93244633625606,1201.8879498479098,One year,Electronic check,Yes,Yes,No,Yes,63.51512547374691,0,4,0
1110,51,71.42270112659776,1430.5693664753517,Two year,Credit card,No,Yes,Yes,No,69.54725349160748,0,4,0
1111,12,73.9191079513633,2301.373470461112,Month-to-month,Electronic check,Yes,No,No,Yes,23.834715208705013,1,4,1
1112,19,45.50934328323794,3298.785497389791,Month-to-month,Bank transfer,Yes,No,Yes,No,14.59200952961156,0,1,1
1113,44,96.78763636337113,4295.116136402808,Month-to-month,Mailed check,No,No,Yes,No,88.55104375765616,0,4,1
1114,59,95.17945873672564,1506.9460022170022,Month-to-month,Mailed check,Yes,No,Yes,Yes,41.339220467813234,0,4,1
1115,49,78.83656892176566,1000.2688676730431,Month-to-month,Electronic check,No,Yes,Yes,Yes,0.4107584916023699,1,5,1
1116,61,41.266428651134284,1956.3525777677194,Two year,Mailed check,Yes,No,No,No,29.424595408101418,0,4,0
1117,17,29.701821823708947,4482.4770742220935,Month-to-month,Bank transfer,Yes,Yes,No,Yes,19.573210831423403,0,1,0
1118,57,26.42385758571259,148.3175688519834,One year,Bank transfer,Yes,No,No,Yes,60.377225750828366,0,5,1
1119,55,79.26960666428778,3421.5562186829525,Two year,Credit card,Yes,No,No,No,75.61231699473628,0,1,1
1120,47,102.50353191428,2438.0842274167494,Two year,Mailed check,No,Yes,No,No,49.749849948377765,0,2,1
1121,12,105.83304317809248,889.1264533073323,Month-to-month,Mailed check,No,Yes,No,No,18.589902623585854,0,4,0
1122,62,66.36220743434498,1673.0054787448867,Month-to-month,Credit card,Yes,Yes,Yes,Yes,5.796446358280316,0,1,1
1123,8,98.4271299306717,1202.255214997466,Month-to-month,Electronic check,No,No,No,No,31.35340045778371,0,1,1
1124,21,114.68801963410236,4401.377622661599,Month-to-month,Credit card,No,Yes,Yes,No,80.5963366494783,0,5,0
1125,70,47.517011248806796,2461.179581330452,One year,Mailed check,Yes,Yes,No,Yes,41.951353513596345,0,2,0
1126,25,59.79603463807572,2859.1619615752147,Month-to-month,Electronic check,Yes,No,No,Yes,25.22511024935602,0,2,0
1127,12,113.14789925966807,3009.069334751401,Month-to-month,Bank transfer,No,No,Yes,No,2.07247774429391,0,4,1
1128,15,53.823096731728484,3234.1239105515447,Month-to-month,Bank transfer,No,Yes,No,Yes,49.606205224393996,0,3,1
1129,59,111.38762903217963,2528.2228828420566,One year,Credit card,No,No,No,Yes,68.48221081875158,1,3,1
1130,26,118.10448622544658,187.58030109794754,Month-to-month,Bank transfer,No,Yes,Yes,No,19.032946337490188,0,5,0
1131,26,86.18107285744247,1740.1411658817942,Month-to-month,Mailed check,Yes,Yes,No,Yes,53.71888395659866,0,4,0
1132,47,101.68902895041683,1000.9788795328569,Month-to-month,Credit card,No,Yes,Yes,Yes,42.07387266863005,0,5,1
1133,32,94.95455642210852,3432.699930267217,One year,Mailed check,No,No,No,Yes,70.39476766227631,0,4,0
1134,10,89.95342576155238,377.8527917132286,One year,Mailed check,No,Yes,No,No,86.06049027107542,1,2,1
1135,16,50.69310729812325,2862.636616447057,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,30.70488843568324,0,3,0
1136,71,25.70943379079437,1132.0954391440746,Two year,Electronic check,No,Yes,Yes,No,90.47710772447934,0,1,1
1137,17,54.30517325196506,4749.3446084886,Month-to-month,Electronic check,No,No,Yes,No,70.6951798272246,1,3,1
1138,23,86.69359852039067,1744.150616714024,Month-to-month,Bank transfer,Yes,No,Yes,Yes,3.716611284428528,0,4,0
1139,26,30.252919822780136,1693.5838377357077,Month-to-month,Electronic check,Yes,Yes,Yes,No,79.12428975576317,0,3,1
1140,7,21.19179829782421,4624.584873154547,Month-to-month,Mailed check,No,Yes,No,No,49.4627063523832,0,1,0
1141,14,33.969237260293866,2145.0048094902927,One year,Credit card,Yes,No,No,No,94.54608918121275,0,2,1
1142,7,91.57359264107953,4818.025437510137,Month-to-month,Credit card,No,Yes,No,Yes,32.36314972408961,0,2,0
1143,9,117.2793701656444,218.4347254541671,One year,Mailed check,No,Yes,No,No,59.12136591363727,1,4,1
1144,48,118.30646996148205,1601.088418490517,Month-to-month,Bank transfer,Yes,Yes,No,No,95.61461831310918,1,3,1
1145,59,69.3979149140188,3364.3455053055127,Two year,Credit card,Yes,No,No,No,27.115973302760143,0,4,0
1146,39,106.93523009923474,4465.199126185429,One year,Mailed check,Yes,No,No,No,47.19535443997111,0,3,0
1147,18,93.6826455751504,1356.3874057405912,One year,Mailed check,No,Yes,No,No,75.2495484531686,0,5,0
1148,59,70.10402369846034,4659.340200621974,One year,Mailed check,Yes,Yes,Yes,No,69.10986851135841,0,4,0
1149,17,77.27605329550867,3011.195185846022,Two year,Credit card,No,No,Yes,No,83.87032665875165,0,3,1
1150,14,33.72271466168711,4024.9403916697884,Two year,Credit card,Yes,Yes,No,Yes,51.979667942848316,1,5,1
1151,31,113.7661460616592,2046.3157911037963,Month-to-month,Electronic check,No,No,Yes,Yes,31.892119188247648,1,4,1
1152,24,55.19297707317768,1139.6838745776793,Month-to-month,Electronic check,No,Yes,Yes,Yes,53.508460987980435,0,2,0
1153,60,64.61492564571695,4565.053535693696,Month-to-month,Mailed check,Yes,No,No,No,34.99600316400673,0,5,1
1154,45,87.16602309978987,4672.365755190472,Month-to-month,Mailed check,Yes,Yes,No,No,17.643053693911625,0,4,0
1155,3,53.39024715265539,2538.118206355264,Month-to-month,Mailed check,No,No,No,Yes,55.49697026243513,1,1,1
1156,37,45.425916098893055,131.82557839635686,Month-to-month,Mailed check,Yes,Yes,Yes,No,4.838055378659611,1,2,1
1157,43,83.10493932702207,637.936472984982,Two year,Credit card,Yes,Yes,No,No,3.657530299371625,0,5,0
1158,40,22.498408228184946,2907.837005135437,Month-to-month,Electronic check,Yes,No,No,Yes,6.457353944062849,0,3,1
1159,55,92.07251120266788,216.50584127924247,Two year,Bank transfer,Yes,No,No,No,67.26111728439315,0,1,0
1160,39,71.40233698765098,2044.8684275348069,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,40.6986850541143,0,3,1
1161,15,80.57537305209344,1586.5127333028615,One year,Electronic check,Yes,Yes,No,Yes,49.411518235375866,0,1,1
1162,4,83.18801592468851,3600.306549470803,Month-to-month,Mailed check,Yes,No,Yes,No,34.33988627591624,1,4,1
1163,25,72.70501564925637,372.3354974448829,One year,Credit card,No,No,No,Yes,25.363622455114452,0,4,0
1164,13,78.25337774407359,2494.7832179887087,Month-to-month,Bank transfer,Yes,No,No,No,35.83051624075855,0,3,0
1165,33,88.37882008898745,2937.659922390466,Month-to-month,Electronic check,No,Yes,No,No,19.337816953660948,0,3,0
1166,16,95.31188471796742,3124.7262726578265,Two year,Electronic check,Yes,Yes,No,Yes,67.87579081589566,1,3,1
1167,42,92.74523912861206,2085.2725928830105,Month-to-month,Bank transfer,No,No,No,No,10.173549452946196,0,5,1
1168,66,106.96164577322617,1591.4021388047997,Month-to-month,Credit card,No,Yes,Yes,No,51.69007154104291,0,2,1
1169,55,38.94434331674027,3444.215865312029,Month-to-month,Bank transfer,Yes,No,Yes,Yes,47.68269940960565,0,3,1
1170,42,60.114796949179755,4253.088335702226,Two year,Electronic check,Yes,No,Yes,No,30.19236177450636,0,4,0
1171,34,114.7796066014457,3498.726425136106,Month-to-month,Bank transfer,Yes,No,No,No,10.228938944875887,0,4,0
1172,30,59.65905743863297,4667.301590740386,One year,Credit card,Yes,Yes,No,Yes,70.335771047286,0,3,0
1173,13,32.487007690592264,3614.591274253843,Month-to-month,Credit card,No,Yes,No,No,56.95403615998721,0,3,1
1174,13,72.54451263621795,3846.6317966667298,Month-to-month,Mailed check,No,No,No,No,80.94763511907396,1,4,1
1175,18,30.949097255446215,922.7256633502354,Two year,Bank transfer,Yes,Yes,Yes,No,23.552370561417057,0,5,0
1176,32,40.28532387278652,2155.7442581808878,Month-to-month,Bank transfer,No,No,Yes,Yes,79.15641155259189,0,1,1
1177,39,119.83187565709567,2476.7711216842295,One year,Electronic check,Yes,Yes,Yes,Yes,29.194572400230033,0,4,1
1178,46,74.1362638396132,1355.8364952435775,Month-to-month,Credit card,No,Yes,No,Yes,11.2590731028667,0,1,1
1179,29,48.4058389040429,2689.8453157458107,Month-to-month,Bank transfer,Yes,Yes,No,No,13.491628861363303,0,3,0
1180,62,119.4774954573906,1524.880526687053,Month-to-month,Electronic check,No,No,No,Yes,22.10584803742791,0,2,1
